Head	CymD.C.HB	CymD.C.HRP	CymD.C.LB	CymD.C.LRP	CymD.C.MRP	CymS.C.B	CymS.C.HRP.1	CymS.C.HRP.2	CymS.C.LRP.1	CymS.C.LRP.2	CymS.C.NBB.1	CymS.C.NBB.2
C82B	0	0	0	0	0	0	0	0	0	0	0	0
C93	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
C97	0	0	0	0	0	0	0	0	0	0	0	0
I01	0	0	0	0	0	0	0	0	0	0	0	0
I02	251.419038063221	197.761679198852	41.8421757618789	451.99810329271	559.711474889697	295.127151947387	341.988422561584	142.667968958191	230.245929334015	106.113137181738	38.0742302820382	10.88331321862
I11	0	0	0	0	0	0	0	0	0	0	0	0
I13	0	0	0	0	0	0	0	0	0	0	0	0
I39	2281.08479051108	2412.37478006252	453.303545291327	3279.40833410773	3378.23357250892	1706.22217593699	9480.78199758569	2535.16822460452	2343.10854188645	2443.2120946686	376.994349307036	95.7311452182948
I42	0	0	0	0	0	0	0	0	0	0	0	0
I51	2502.34357190335	4804.00268628269	669.620460475814	3496.9303703621	4396.64667535576	1198.23115872927	9976.74381813714	13928.0732755686	5924.82560991973	1760.01682757549	1275.84711849704	429.832850966114
I75	0	0	0	0	0	0	0	0	0	0	0	0
I78	0	0	0	0	0	0	0	0	0	0	0	0
I87	12550.5935889173	36454.4013634765	1870.44793421178	15961.2394366151	16042.9360780289	5030.23960685679	19543.9547940996	12234.7506074324	52144.5217288491	5361.36352789953	2178.99741572055	525.439894931762
M01	25412.011054475	49136.0095320983	2947.23566278877	26211.3715783215	22422.675270108	7271.75053911711	28767.9731101699	25585.2492271593	63141.69279277	5966.23553748791	2824.19749186465	795.908967725096
M02	616.496184226486	532.213437112802	21.6882981239843	551.44545452734	579.635094557753	112.154296024982	159.269780641806	58.9028842404054	528.050844887437	55.3427966035345	120.898300443784	7.27665578391236
M03A	5703.48829627791	30927.736733567	1305.75815647854	8469.42624428337	7917.39357143168	1554.80918930506	20284.1601703538	23015.1614475836	48236.5512072498	5300.31855155319	1790.24198439373	625.488941385455
M03B	3850.23227261787	2827.44029487047	262.535802392232	4225.6173332856	3429.04437385686	1604.63598942282	2834.57014957928	1217.72263345652	2014.49810758783	861.846357396565	433.218562094331	87.9459906883198
M03X	0	0	0	0	0	0	0	0	0	0	0	0
M04	0	0	0	0	0	0	0	0	0	0	0	0
M06	0	0	0	0	0	0	0	0	0	0	0	0
M09B	0	0	0	0	0	0	0	0	0	0	0	0
M10A	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
M10B	0	0	0	0	0	0	0	0	0	0	0	0
M10X	0	0	0	0	0	0	0	0	0	0	0	0
M12A	0	0	0	0	0	0	0	0	0	0	0	0
M12B	0	0	0	0	0	0	0	0	0	0	0	0
M13	0	0	0	0	0	0	0	0	0	0	0	0
M14A	2418.34133342102	2863.64941148532	246.573556804327	2529.13457552115	2873.07282443748	1330.6863707705	1838.34137009674	695.561527543917	2686.4623442163	1417.99386698877	584.44210811145	69.0394604530738
M14B	1483.92981504907	1907.80612417527	75.8150482983396	1138.92586389304	993.910315664357	474.716543492097	324.475831056345	140.580768928752	1540.31680445965	127.731715067695	126.520380217819	14.4913615116635
M14C	0	0	0	0	0	0	0	0	0	0	0	0
M15B	34.5024528154668	48.4517149495889	4.21261490570462	44.9250167901649	23.4905657975505	91.2596081990472	100.515369380944	42.6080360871793	15.2192684862536	38.0609418812354	5.79143017238205	1.14765156596364
M15C	17.8816964130741	235.172342931479	47.5600835264898	17.968457988892	280.319051532682	12.7670272857259	10.2517125184673	22.1735016487549	105.865650797425	958.980244170699	236.073184506171	37.3387868746646
M15D	680.769934787227	768.753659833144	181.274890820418	1191.12526008768	1808.5551137408	763.606502555646	871.358101580691	372.207772018579	884.128204959949	1201.94005703196	339.314971524253	59.0255291928831
M16A	0	0	0	0	0	0	0	0	0	0	0	0
M16B	6506.6367289045	28836.4687952438	1232.09692607774	9414.15350291802	7281.6388228539	1923.9883485949	19362.2986363824	23289.8486720515	46137.4942653352	5056.56217531325	1669.03704048399	624.690911839119
M16C	0	0	0	0	0	0	0	0	0	0	0	0
M17	10352.7074544839	34515.8242326198	1743.64924676198	13325.2747017521	13565.7684806178	4212.08704596325	24697.6013295923	24777.9164390563	51552.9017852714	6404.92138137134	2540.93482559936	717.382810782519
M18	3056.32895092411	5379.24454279268	730.571540829373	3923.13014723171	4190.92241558142	1107.66842603017	17377.056679593	15698.7157837087	5871.13628115303	3662.26473076656	1502.29149606422	487.209159795923
M19	8341.22232783704	11696.92763348	810.513447980593	7961.00970151786	9359.43689889112	2883.59402608537	6809.88523579301	1950.22561607597	10197.844760552	2811.50009235614	1608.92309629957	207.729212886353
M20A	25566.3671812191	28149.3746430934	2653.53668472562	25835.256859603	20057.7776006782	6983.67195781569	28289.3389467083	24784.2123403495	28073.3952535051	7120.35409514356	3792.67037873357	1023.71996447069
M20B	0	0	0	0	0	0	0	0	0	0	0	0
M20C	130.67051150819	338.996661367592	10.566858403112	96.5637849636848	376.436764810267	49.9659522744375	53.9789313091269	39.1961139277768	326.583218518538	18.3803973563904	43.6550297288925	0.869090951308998
M20D	6029.30472821206	8222.7228895856	919.729366692934	7372.91422276208	8296.31047040067	3157.93458036226	12500.7090318646	3494.16579486882	7230.76343266001	3578.63653711638	1113.17434851025	230.49442127168
M20F	1235.05352563394	1829.47522555975	97.2856780095015	1094.52789578352	835.927273445659	483.714532033937	420.919906348459	125.884732169892	1576.01447678338	131.786048975289	135.620820574225	16.2805373530437
M20X	6198.7596868327	8191.53344101535	676.01331841667	7268.36973485074	7424.77282623259	1873.86632903418	4426.34214230705	1182.42411206013	7257.38742055354	1485.39452430584	1158.54363148898	150.51568780011
M23A	0	0	0	0	0	0	0	0	0	0	0	0
M23B	7278.78269167991	28938.9400840446	2309.38749142315	11139.8993623278	9700.0668073998	4042.29369110922	22431.3092032386	24877.5992032443	46627.9123653019	6748.11295074311	2990.34534296492	1779.48805762655
M24A	27250.8662985805	49175.2308843753	3937.58909246057	28795.0995789021	25464.8338435383	10807.3533815721	33383.5166316998	27849.6691623247	62976.3581601332	9104.85215650802	4472.40117876301	1968.79798582369
M24B	28085.6335712105	49206.1647437561	3279.70171852594	29615.8780720195	25123.7394408437	10171.4957526959	30751.3323593551	27153.9349083882	63184.9330178083	7151.90870319765	3353.23304117979	890.679807101393
M28A	0	0	0	0	0	0	0	0	0	0	0	0
M28B	1959.93253151843	2269.7278293607	86.1149008872958	1620.46243886104	1390.7069571711	577.094961306211	518.698834421541	220.32366481127	1949.56670695351	176.804943783144	237.672701202902	18.6375347220633
M28D	2941.7313336831	3221.1442055934	360.795853828627	3459.46844409976	3676.11328184373	1342.40868958629	1515.34359115765	630.19056565422	3104.41841056571	540.716118315382	344.284284951249	69.9660845686065
M28E	0	0	0	0	0	0	0	0	0	0	0	0
M28F	3471.9349633678	4465.12968879583	228.781757040457	2701.5289538617	3185.59765053403	905.996159009035	1110.62217176408	361.047905878725	3924.37286110714	333.52312915955	357.62799549154	22.0898000937242
M28X	0	0	0	0	0	0	0	0	0	0	0	0
M29	535.268915608873	469.829129571867	118.640202348913	814.52480641753	1294.50313920599	1329.97614367533	1699.42449010517	733.043985798908	592.447932106411	306.349052363476	220.238143398647	2.26563169129681
M30	131.738750897171	208.331314929574	7.52174560516293	56.3320666995084	125.502158552656	89.7253128486702	37.4711129761125	14.9749251886342	111.47302569252	37.3706936482487	0	0.323861087198589
M32	2578.01133458971	1705.34753305442	154.274383012342	2918.71465507432	1920.71301460208	633.514310882198	1177.82152966007	526.254621347672	1126.38235696864	485.155936074844	236.068327397597	51.618180971914
M36	0	0	0	0	0	0	0	0	0	0	0	0
M38	10892.724515605	36435.9213004677	1852.77778153107	14295.2370704952	14260.790277384	3812.17883942651	24579.673281032	24587.5605325335	53198.3524954581	5561.79141363249	2110.08721320819	706.819019245216
M41	22444.0066096205	44240.6630383216	3490.32036683341	24950.9796547542	23738.8935444319	7307.96416488137	29971.5583300636	26249.1900244903	59116.3391408053	8487.88167965736	4244.56605177837	1976.19799568565
M42	4030.83849847366	5157.51133419243	541.005747813038	3989.7441368878	4377.23535814592	1768.74990094502	9850.13905901469	2602.63616415075	4456.32226732746	2535.04463609261	545.38756456214	111.252014382563
M43B	50.4375359725382	31.0147308514268	7.92548133748009	65.2086614201766	103.048614188938	13.1980124909526	11.9522239531465	11.471786557847	40.0510052111281	8.88691717649904	0	0.453941937957443
M48A	3805.89765748041	26730.4288225536	1134.90343589175	6357.80051222775	5206.49229977205	2448.30672419714	19563.57024432	23186.8281770526	44486.9922132611	4738.06204133565	1695.61643784632	587.638992293148
M48B	2148.71469530244	24143.0096868218	757.78445661712	4803.03179131557	3610.9118015354	818.832371062701	10815.8806659625	9248.90878354648	40752.5169404218	2799.79117730936	327.818341386	185.116762565454
M48C	1715.01662881806	5325.44220889878	376.036384785372	2900.91390220871	2130.66575798636	588.500945180973	9972.06169461612	7979.38449609611	8014.28621550683	2662.06966218529	346.457271268597	162.206691519637
M48X	0	0	0	0	0	0	0	0	0	0	0	0
M49	1925.43007870296	2221.27611441112	81.9022859815912	1575.53742207087	1367.21639137355	485.835353107163	418.183465040597	177.715628724091	1934.34743846726	138.744001901908	231.88127103052	17.4898831560997
M50A	0	0	0	0	0	0	0	0	0	0	0	0
M50B	5691.96487711801	30179.6279712382	2059.00583049713	9116.30893469612	8598.92908662839	1908.73188689979	20971.8643397068	23637.3764208486	47413.1564591471	6556.00224034333	2538.73924348257	1656.89541422153
M50X	0	0	0	0	0	0	0	0	0	0	0	0
M54	0	0	0	0	0	0	0	0	0	0	0	0
M55	1046.0793619007	1554.02272808717	127.957774850968	1091.16272401685	952.209111104571	328.782651854034	262.813417520309	105.171171368978	1379.41110127728	128.879614606819	110.421492062399	14.2581233601989
M56	0	0	0	0	0	0	0	0	0	0	0	0
M57	0	0	0	0	0	0	0	0	0	0	0	0
M60	0	0	0	0	0	0	0	0	0	0	0	0
M61	0	0	0	0	0	0	0	0	0	0	0	0
M64	931.211964371301	766.876475154018	24.9099252404796	815.561755262979	824.278784021583	205.391150674433	230.693564653233	111.870419265037	720.177785682819	96.8209625631074	124.866502598935	8.34330436437032
M66	994.218114331659	1454.3996392571	56.9923607411116	759.975666807895	542.937607351968	280.44420243273	187.489900387364	65.8452094590537	1214.16965278444	41.9230393388008	107.014768431586	9.14657879172934
M67A	164.634864740646	199.265765234043	42.5943313090017	275.779750082788	390.886987589608	662.149918563624	1053.92889880366	373.198911122879	203.05198332649	168.764322334721	67.9807893385955	2.22136966019949
M67B	8608.32954365595	6203.03667646131	602.627853130742	8148.42534898092	7142.70022748407	1287.27489527231	2068.72817516413	595.510337519545	5460.06494228737	384.615002565909	363.269590414128	84.809735347706
M67C	0	0	0	0	0	0	0	0	0	0	0	0
M72	0	0	0	0	0	0	0	0	0	0	0	0
M75	278.408239848428	352.307421984343	91.8551486444906	383.806717525381	593.942073793273	93.8035218482102	97.8281313509416	77.0646452169204	208.353141405104	1001.78028018124	279.625378943538	40.6219093194125
M78	0	0	0	0	0	0	0	0	0	0	0	0
M79	9337.16194147619	6513.29987481968	611.678544992545	8610.66304735068	7295.89704233977	2158.94907886991	4173.35420900749	1337.90338286168	5557.25018804095	715.636184824917	593.298200541889	126.098659161228
M81	4580.22231832291	6943.00091143769	437.27324929385	4700.97078309499	4879.89261152653	1417.26506046611	3867.16632936821	953.533149517402	5806.7290438745	1266.49622596226	1008.90684972994	135.966126621062
M82	514.128896698447	285.58607350056	108.040980090743	824.0725356535	1219.88159494801	1131.38257228162	1012.59945426363	580.6633001586	431.632722281517	199.541996950244	177.187387277278	6.97335854411781
M90	762.750872830238	773.711609308756	261.492751461437	1268.42191697333	1184.67724560391	352.346570469285	7735.87070435242	1946.5552405476	462.886544543982	2080.89966286097	117.027833156533	83.0578774978805
M97	1925.43007870296	2221.27611441112	81.9022859815912	1575.53742207087	1367.21639137355	485.835353107163	418.183465040597	177.715628724091	1934.34743846726	138.744001901908	231.88127103052	17.4898831560997
M98	0	0	0	0	0	0	0	0	0	0	0	0
N06	2583.62564874305	2696.18126062141	610.993983759558	3590.65599647046	3455.8018004113	1875.76559598918	16286.2850256025	16082.5996831764	3785.60954294139	3150.31058727974	1036.02151956524	419.945933337284
N09	17.8816964130741	235.172342931479	47.5600835264898	17.968457988892	280.319051532682	12.7670272857259	10.2517125184673	22.1735016487549	105.865650797425	958.980244170699	236.073184506171	37.3387868746646
N10	0	0	0	0	0	0	0	0	0	0	0	0
N11	0	0	0	0	0	0	0	0	0	0	0	0
P01	18934.25699058	16954.6730146886	1398.17300731744	16919.5053639312	13337.4590272827	3876.84798934254	5611.89785201595	1711.68137808079	14363.0687251668	1150.99590651101	1222.12788179637	164.977205564558
S01A	0	0	0	0	0	0	0	0	0	0	0	0
S01B	5068.7918613268	5232.14274862891	651.891438618491	4664.65786306376	2355.74245090826	1064.76145604591	8343.50376359465	13835.1369643296	5311.18934729843	1121.53127506008	921.252644847704	406.892145921739
S01C	21109.1388312424	19737.8299754675	2136.27736419292	22086.2559728684	20887.096873102	5561.47240539311	18303.4337801856	5299.35248309854	17126.9606404618	5997.75468002899	2589.27695830485	591.16206866448
S01D	0	0	0	0	0	0	0	0	0	0	0	0
S01E	0	0	0	0	0	0	0	0	0	0	0	0
S08A	3588.48943515946	4347.27088164362	405.963285945841	3994.85000990574	4031.83953245714	891.72145310858	3348.65594985625	860.649766308691	3384.89595626979	1208.19953844688	535.517125377731	133.484429557968
S08B	122.672473355517	174.622481159048	7.52174560516293	51.1464127896944	102.697417428374	42.16437969391	20.4473845203782	1.44440484000548	80.9525809319585	32.176246085383	0	0
S09A	13999.241994477	12518.1593506624	1915.64639819936	13342.6357538947	13370.0534309713	3608.92505621871	5474.77641266622	2068.40229967172	11590.9737160896	2341.54396845448	1592.50662037616	1191.13572379505
S09B	3725.7377260666	4796.40163794954	309.536761617866	3001.55365312838	3524.43029422361	1657.2991219273	2352.08846097925	813.726518391858	4165.85566914497	537.737307692754	469.900437083613	53.6150750762207
S09C	29254.0432220131	28901.4022098603	3719.89685628488	27911.9958515173	23639.1972629708	10570.8692938775	23795.1738156067	18887.1004746593	25043.6729798081	5709.96635043431	4439.54839370582	1952.85913053265
S09D	2570.10450790486	2743.14317439296	213.119265148734	2699.30681314777	2811.14228076566	1153.03769910963	1091.52999700907	434.972899305114	2709.81982368431	337.201623442277	335.123058048603	35.469562752851
S09X	31841.9597564898	49720.7778355647	4244.07931601675	33222.0818193175	28212.5176962799	11825.2561802629	33206.5908603686	22728.0076352597	59625.0543315572	8080.9892562652	4548.57111170175	1886.85844051247
S10	85.2039121056744	48.8121191113052	18.5168925634459	101.583034322287	99.5480453008357	40.3080788136815	32.5238618997428	16.1653614476531	27.0336213167295	15.9437499239464	55.9659073479065	3.96157566230822
S11	2891.04776061962	5828.92565753226	415.0149210276	4282.10922659011	3119.31126386477	977.774025003533	10631.9501882282	8332.70306126441	8391.76314640339	2874.27480798489	389.328237096822	175.798365554649
S12	9646.6803436066	12894.2917195094	1060.60668285868	9485.48616259719	10530.3487831297	3415.82603848993	7337.05211497096	2162.34598537429	11397.1197794877	2172.70382325942	1506.96647340809	194.657695945045
S13	1250.93282254346	1197.65823383495	396.749078130355	2263.89158251053	2860.91132737718	1349.04942966295	8521.70828389671	2397.4950448751	1047.85838955464	3208.60976994502	522.177685817382	103.643888469989
S14	30647.1536077725	52920.3932231796	3478.41397698974	32073.1912097032	27841.065124447	11199.7472897569	33185.5571899901	27567.5317578768	66326.0732275561	8019.39600827986	3962.13621379828	993.7401720737
S15	2663.25644476498	3930.15689311353	332.179192393488	2936.35829513466	3385.11898120908	652.210452388719	2950.5158128261	609.679203992058	3241.52793500616	997.917840077978	743.21091657484	83.012505866342
S16	26632.2636063422	47711.3541611744	3236.31590741834	29394.5848802173	24336.3816597261	9129.40867645879	31693.5112121103	27042.3796404929	61728.950333801	7766.28852080096	3787.59941425922	1066.33089084314
S24	26631.1155282564	48391.8041945356	3103.40896096071	28925.2469384374	24439.7001413633	6632.71787920646	28178.0717061758	25695.1237202753	63146.9114907084	7194.85083236254	3478.96528059228	1026.29424463924
S26A	6700.9869934543	11768.9176101265	2101.25279673879	8942.47157406725	9466.17604676087	3656.41147529504	22285.2728022012	23191.9016827998	15506.1508697719	6194.4616695781	2978.96565749801	1778.7006639849
S26B	0	0	0	0	0	0	0	0	0	0	0	0
S26C	0	0	0	0	0	0	0	0	0	0	0	0
S33	30647.3781443775	51301.3206421459	4302.93794668764	32799.5135757267	27975.5088873303	11389.2279360403	34880.9048275495	28495.923603198	65116.1362751831	8454.67094546916	4759.05527512449	2082.7679006316
S41A	7734.60208057123	27539.3281553514	2186.5387128332	11072.2887375374	10344.6513697864	3415.34085883619	21634.0027157663	19607.8345327724	42069.7634668349	5839.99338016863	2527.40301160835	1683.96507500737
S41B	1436.61313314719	1718.56585154937	174.896694163962	1513.27406215169	1668.78684208708	1591.24153125046	1852.76793594032	779.530369496687	1602.45505051154	341.904853048618	306.515841072264	11.4122104830262
S45	2912.12904805398	2784.39928438819	151.736913045673	3023.40469155899	2140.48524597327	642.779539436666	953.830072429039	426.550735717667	2252.68591720586	316.420012909567	358.817526453462	51.2166687865814
S46	1879.53677338361	19836.6346929764	378.092971456459	3566.75012091551	2339.21356866968	301.29191101206	1313.1990450173	1525.35163647104	33731.6491055266	255.46011529749	125.338808776766	36.9259494903862
S49A	0	0	0	0	0	0	0	0	0	0	0	0
S49B	3056.66929427976	3892.1062875333	1512.58423960876	4333.42993942266	4088.05876772623	1818.38583184012	16465.3798242185	16254.2315598745	4503.50261980674	4428.03696765637	1943.20182300899	1485.92912666063
S49C	18282.2835611471	14905.5160088544	1333.88371372403	16628.9031025578	11300.0049737212	4481.44112183909	6769.38697189074	2196.60339375811	11997.9388179302	1279.7116390476	1355.32683648385	194.415753029488
S49X	0	0	0	0	0	0	0	0	0	0	0	0
S51	3440.95169963579	4281.81721681799	352.213635464183	2993.55705602599	3035.17395802408	2496.48955115189	3909.94224821012	2178.41048254012	4068.30498499591	859.084190249294	727.569209679711	154.681849229549
S54	18793.5021743439	18249.2147245365	2333.79708616829	19371.6283676698	19467.8042302052	4986.61630777411	10242.9943200836	3538.01980739218	16310.160509053	4778.18954407014	2442.23365791172	1315.88818924486
S55	636.288524296793	607.956913144568	23.0998705922181	667.220551393295	673.844738455274	172.173480381272	293.416627129596	95.4154872332652	591.101060071129	100.843268197461	120.898300443784	7.96830864206203
S66	542.974944977773	387.406013104111	119.140996428268	1029.47714988272	1314.84261518567	556.845228751307	644.037268803873	232.65158248507	661.23423026374	192.498974573497	81.3548836060652	16.9409315427609
S77	0	0	0	0	0	0	0	0	0	0	0	0
S78	0	0	0	0	0	0	0	0	0	0	0	0
T01A	337.537557997822	699.943388934724	104.006581007985	415.775153179694	1056.0348716234	823.819193718648	1284.28587942877	512.555856757052	490.98734206838	1215.02429151677	371.382899940692	45.6517688819771
T01B	6580.21551274077	7297.87663632076	944.75873623251	8251.10256741795	8178.1616660361	2981.84388455886	12988.0208329822	3688.34859611997	6155.07716870167	3716.99545843629	1489.75622454232	351.975985584337
T01X	92.8738967933402	205.6629172796	0.73586892606285	61.2264110737374	168.653904470879	19.1788148576053	34.1464545522145	19.3588257612747	204.162534379304	6.36723865365911	20.7370707579689	0
T02	5905.92335639189	7943.46507686737	855.321828781728	7199.73797919303	8404.34764186027	3661.3578416142	6206.95516888361	2060.20230990869	7372.90801160077	1819.29043788684	1039.72067557431	168.114595024211
T03	29839.0923719437	29198.9833256968	2734.37758047245	28647.8197155269	24088.8289705535	9982.28658472677	23617.1157525614	6852.86205245057	23674.2839084873	5716.290658645	3027.75858935314	517.636954202699
T05	24452.6081543047	47000.5911076644	2848.87869462158	25967.3295942591	22491.748335529	6628.00383030635	27918.3085942027	25485.9912735329	61198.7930401116	7001.75057553899	3103.30255165039	875.138139584385
U32	5359.38858183743	5654.52169219776	969.555751070001	7095.15603854524	7058.98460977457	2664.67224047841	18270.0274345268	16622.8118220562	6235.54417547417	4748.50865897098	1761.36771402391	526.836066547134
U56	0	0	0	0	0	0	0	0	0	0	0	0
U62	27755.8683655221	46488.2575646596	3004.94237880177	30494.1072371584	24314.6119906065	9694.17221846733	24426.7926954548	13764.0255791696	59166.9229579341	5991.20501954052	2790.84077853239	569.708858421065
U69	751.892003607254	628.66335008979	249.727027012266	1579.81999687227	1587.46348028611	466.9207576208	7841.48890829974	1985.62391811969	528.283014449955	2106.49474046548	110.810411185094	64.183343456246
U72	385.677935972615	498.597875504935	81.4760761091578	494.55688219246	589.667009785778	805.40106380854	1153.21205827697	396.725830840857	501.846592141739	213.126860377283	96.5868414812352	8.66367536336418
U73	500.472965544032	430.901670890938	207.884851250387	1127.82189357957	1027.75200539641	171.793605673413	7499.50048573816	1842.9559491615	298.03708511594	2000.38160328374	72.7361809030553	53.300030237626
